Title,Hours Viewed,id,vote_average,vote_count,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,poster_path,genres,visualizaciones,budget_millions,budget_category
The Juror,100000,9623,5.53,335,1996-02-02,22754725,118.0,44000000,en,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",13.346,/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg,Thriller,847.457627118644,44.0,Medio
The Karate Kid Part II,2400000,8856,6.259,1975,1986-06-18,115103979,113.0,13000000,en,The Karate Kid Part II,"After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies.",24.245,/k0OwgRR6PNu7h3SiqpCbRdZWNaG.jpg,"Adventure, Drama, Action, Romance, Family",21238.938053097347,13.0,Medio
The Karate Kid Part III,2200000,10495,5.885,1436,1989-06-16,38956288,112.0,12500000,en,The Karate Kid Part III,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",24.271,/zE58VthFwD9vKy1vEDnSYR6loqm.jpg,"Action, Family, Drama, Adventure",19642.85714285714,12.5,Medio
The Killing,800000,247,7.673,1347,1956-06-06,0,85.0,320000,en,The Killing,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",14.04,/A6VzUPcADZGYdGHlVdWvpMNDF5d.jpg,"Crime, Thriller",9411.764705882353,0.32,Bajo
The Kindness of Strangers,1400000,761047,10.0,1,1996-09-30,0,5.0,300,en,The Kindness of Strangers,A woman escaping a bad relationship is helped by a stranger,0.6,SinPoster,"Horror, Drama, Crime, Thriller",280000.0,0.0003,Bajo
The King,13000000,1004809,8.0,1,1989-11-19,0,105.0,100000,es,El Rey,"Perico leaves the orphanage. Innocent and naive, he falls into the hands of people who rob him, but he is saved by Pepe, a roguish boy with a good heart. With him he begins a friendship that will lead him to different adventures, among which he will meet love, music and his idol Vico and his band Karicia",0.6,/lwqsburGG8VfXn9sGCvX1Bih9Y7.jpg,"Comedy, Drama",123809.52380952382,0.1,Bajo
The King's Speech,500000,45269,7.74,8145,2010-11-26,414211549,118.0,15000000,en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",29.833,/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,"Drama, History",4237.28813559322,15.0,Medio
The Kingdom,15700000,4349,6.682,1474,2007-08-22,86658558,110.0,70000000,en,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,17.16,/1RkL0PGod3b75MSrc1nVJxZsoRT.jpg,"Thriller, Action, Drama",142727.27272727274,70.0,Alto
The Kingdom,15700000,22137,7.69,221,1994-11-23,0,277.0,1500000,da,Riget,"Set in the neurosurgical ward of Copenhagen's Rigshospitalet, the city and country's main hospital, nicknamed ""Riget"", a number of characters, staff and patients alike, encounter bizarre phenomena, both human and supernatural.",6.394,/zfXVe3dSvkR3YAp3g6E5q2R5swy.jpg,"Mystery, Horror, Comedy, Drama",56678.70036101083,1.5,Bajo
The Lady in the Van,300000,328589,6.42,665,2015-10-30,41387687,104.0,6000000,en,The Lady in the Van,"The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who ‘temporarily’ parked her van in Bennett’s London driveway and proceeded to live there for 15 years.",11.069,/sqz4CGInI1bysFH674HYWtQSmYn.jpg,"Comedy, Drama",2884.6153846153848,6.0,Medio
The Last Airbender,8800000,10196,4.662,3677,2010-06-30,319713881,103.0,150000000,en,The Last Airbender,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",30.744,/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg,"Action, Adventure, Fantasy",85436.89320388349,150.0,Alto
The Last Blockbuster,200000,694681,6.375,76,2020-12-15,0,86.0,50000,en,The Last Blockbuster,"A documentary on the last remaining Blockbuster Video in Bend, Oregon.",6.499,/wnsryyae99q7YmbKaH4sqmZS2Qr.jpg,Documentary,2325.5813953488373,0.05,Bajo
The Last Castle,1700000,2100,7.14,1123,2001-10-19,27642707,131.0,72000000,en,The Last Castle,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.,19.533,/9OHuF3SFLc16XnSkosAAlFbI1YD.jpg,"Action, Drama, Thriller",12977.099236641221,72.0,Alto
The Last Exorcism,100000,38358,5.642,939,2010-08-27,69432527,87.0,1800000,en,The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",19.31,/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg,"Horror, Thriller, Mystery",1149.4252873563219,1.8,Bajo
The Last Exorcism Part II,100000,146203,4.644,492,2013-02-28,15179302,88.0,5000000,en,The Last Exorcism Part II,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",14.958,/260ztSWhGIYSLAjDC6smFWcdUSp.jpg,"Horror, Thriller",1136.3636363636363,5.0,Medio
The Last Full Measure,1200000,442065,7.5,400,2020-01-23,3364426,110.0,20000000,en,The Last Full Measure,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",11.729,/bMG8c80lyEkBXVgyHVqsdQhjgf6.jpg,"Drama, Action, War",10909.09090909091,20.0,Medio
The Last Full Measure,1200000,681095,0.0,0,2004-10-14,0,18.0,50000,en,The Last Full Measure,"A nine year old girl, Kathrine Barnes, faces reality through her imagination as she welcomes her father home from war.",0.6,/lmCemquhFx647LAUQbVkWuKykN2.jpg,Drama,66666.66666666667,0.05,Bajo
The Last Laugh,2700000,469093,0.0,0,2017-01-01,0,20.0,30000,en,The Last Laugh,"'The Last Laugh' sees three legendary British comedians, Tommy Cooper, Eric Morecambe and Bob Monkhouse sitting in a dressing room discussing the secret of comedy and what it means to be funny. However, not all is as it seems.",0.6,/qCbtOhClOwZDFWJLZpenNqM4533.jpg,Comedy,135000.0,0.03,Bajo
The Last Legion,500000,9703,5.611,744,2007-04-19,25303038,102.0,67000000,en,The Last Legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",17.911,/k2jaEoOsTEMqSskBJm3gfcuxNEc.jpg,"Action, Adventure, Fantasy, War",4901.9607843137255,67.0,Alto
The Last Summer,2300000,779431,0.0,0,2013-07-01,0,66.36,280000,en,The Last Summer,"Don Simpson lives a routine existence in a dying town, hanging out and drinking with his best friends Mickey and Tim. But when the girl who got away returns home from traveling abroad, old regrets and painful secrets are brought to light. Now, Don's inability to express his feelings for her leads to a deep-seated anxiety. Mickey's gambling addictions attract the attention of an old mobster just as his estranged father tries to patch things up. Meanwhile, Tim struggles with homosexuality in a town where shame is the only thing he's come to expect. And at the heart of it all is Sammie, the girl who came back to the last place she wanted to be. Life is a hard road of choices that change with the seasons. Together, these four will grow up as they face their last summer.",0.6,/2KNm4MFnk4ecUvy8EseyZx3HQAD.jpg,Family,34659.43339361061,0.28,Bajo
The Last Witch Hunter,9900000,274854,5.948,3355,2015-10-21,146936910,106.0,90000000,en,The Last Witch Hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",27.719,/qXvOpA2nhK5HQ6I95sN3nnMtfjH.jpg,"Fantasy, Action, Adventure",93396.22641509434,90.0,Alto
The Last Word,1200000,369573,10.0,1,2009-11-24,0,30.0,50000,fa,حرف آخر,The Last Word (Persian: حرف آخر‎‎) is a 2009 social drama Iranian film Written And Directed By Hossein Shahabi. This is a film about Iranian champion athletes.,0.6,SinPoster,Drama,40000.0,0.05,Bajo
The Last Word,1200000,1179171,0.0,0,,0,12.0,3000,en,The Last Word,A charismatically verbose writer who befriends the resident bartender on a train ferrying dark secrets. The writer’s sanity begins to unravel as he faces a haunting truth he can’t escape.,0.6,/ufeIRCm7tXf7ObmBeLDlfSzLy1t.jpg,"Fantasy, Horror, Mystery",100000.0,0.003,Bajo
The Last: Naruto the Movie,500000,317442,7.758,1714,2014-12-06,19840000,114.0,903852,ja,THE LAST -NARUTO THE MOVIE-,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",41.554,/bAQ8O5Uw6FedtlCbJTutenzPVKd.jpg,"Action, Romance, Animation",4385.964912280701,0.903852,Bajo
The Legacy,400000,42215,5.288,59,1978-09-01,11364985,102.0,2500000,en,The Legacy,A couple attempts to unravel a sinister plot within the English countryside estate of a dying man who has gathered an eclectic and notable group of house guests.,4.854,/uYlDAZvB8g06PGGEOQIQcCVlHOz.jpg,Horror,3921.5686274509803,2.5,Bajo
The Legend of Zorro,1800000,1656,6.108,2659,2005-10-24,142400065,129.0,75000000,en,The Legend of Zorro,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",27.531,/bSHWuFMXPEPdbk1zijnBkP4lgzR.jpg,"Action, Adventure, Western",13953.488372093023,75.0,Alto
The Lego Batman Movie,1800000,324849,7.222,4593,2017-02-08,311950384,104.0,80000000,en,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",29.4,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,"Animation, Action, Comedy, Family",17307.69230769231,80.0,Alto
The Lego Movie,2400000,137106,7.418,7233,2014-02-06,469160692,100.0,60000000,en,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",30.267,/9klB7qKC9aCeGyyM4uU5hSA6xDV.jpg,"Animation, Family, Adventure, Comedy, Fantasy",24000.0,60.0,Alto
The Liberator,1800000,132342,6.9,135,2013-09-09,0,119.0,50000000,es,Libertador,"Bolívar was instrumental in Latin America’s struggle for independence from the Spanish Empire, and is today considered one of the most influential politicians and emancipators in American history.  Libertador is told from the viewpoint of Bolívar, portrayed by Ramírez, about his quests and epic military campaigns, which covered twice the territory Alexander the Great conquered, and his vision to unify South America.",10.695,/7KpEs3jrHT5mRNCyTcJepzJh4z3.jpg,"Drama, History",15126.050420168067,50.0,Alto
The Life of David Gale,100000,11615,7.417,1849,2003-02-21,38955598,130.0,50000000,en,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,17.026,/7tcAvE82JyxIi79cwQV5br90KVz.jpg,"Drama, Thriller, Crime",769.2307692307693,50.0,Alto
